Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
"Data Scientist, Senior Level",$120K-$140K (Glassdoor est.),"Category: Data Scientist

Title: Data Scientist, Senior Level (50-277)

Location(s): Chantilly, VA

Required Security Clearance: Active TS/SCI with appropriate agency Polygraph

Salary: Maximum of $160,000/year

Geodata IT, a subsidiary of Freedom Consulting Group, is currently seeking a Senior Data Scientist, in Chantilly, VA.

This position required a bachelor s degree in Computer Science, Statistics, Applied Math or equivalent and five to seven years of relevant work experience.

The Senior Data Scientist will be responsible for producing innovative solutions driven by exploratory data analysis from complex and high-dimensional datasets. And applying knowledge of statistics, machine learning, programming, data modeling, simulation, and advanced mathematics to recognize patterns, identify opportunities, pose business questions, and make valuable discoveries leading to prototype development and product improvement. He or she needs to be able to use a flexible, analytical approach to design, develop, and evaluate predictive models and advanced algorithms that lead to optimal value extraction from the data. You must have knowledge on generating and testing hypotheses and analyzing and interpreting the results of product experiments.

Previous experience using R, Matlab, Python Scikit-learn or other statistical modeling packages, with a focus on machine learning; experience with NLP is a plus. The ideal candidate will have experience in developing production systems for processing large volumes of structured and unstructured data in Java, Python or similar technology stack and Hadoop technology stack (Map reduce, HIVE/PIG, etc. Excellent verbal and written communication and being a strong team player, capable of working collaboratively is required.

This position falls within the DoD 8570 baseline of IAT II. You must have an active TS/SCI and a CompTIA Security +. A copy of your certificate(s) will be required before you can be submitted for the position.

Geodata IT values quality and has an eye for unrecognized talent. Specialized knowledge will be given consideration when evaluating the years of experience requirement. We love coworkers that can bring forward new ideas to move the GIS community forward.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity or national origin.

Required Security Clearance: Active TS/SCI with an appropriate agency Polygraph is required

U.S. Citizenship is required

Applicant Federal & E-Verify Postings

VEVRAA Federal Contractor",4.4,"FREEDOM CONSULTING GROUP
4.4","Chantilly, VA",-1,51 to 200 Employees,2004,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1
Data Scientist,$120K-$140K (Glassdoor est.),"Are you interested in making a world of difference in cancer care?

Cancer strikes more than 10 million people worldwide each year. As the leading medical society representing doctors who care for people with cancer, the American Society of Clinical Oncology (ASCO) is committed to conquering cancer through research, education, and promotion of the highest quality patient care.

Who we are:
ASCO is a stable, forward-thinking membership organization that operates in a results-oriented work environment in which employees’ evaluation emphasizes performance outcomes over presence or time. This is an Alexandria, VA position that offers an excellent benefits package and opportunities to participate in professional development programs. To learn what it’s like to work at ASCO, click here.

Who we are looking for:

CancerLinQ® of the American Society of Clinical Oncology is in search of a Data Scientist to join the Data Operations team and to serve as a Natural Language Processing (NLP) data lead. The selected candidate will work closely with CancerLinQ development and informatics team members to coordinate and meet the data needs of CancerLinQ products, curation vendors, and licensees. In addition, this position may contribute in addressing broad data completeness or quality enhancements and participate in other informatics-related tasks.

What you will do:
Develop queries and analytical tools to extract key data elements in unstructured data for deployment in NLP tools
Analyze data in CLQ data repositories to answer inquiries from customers and licensees about codified and uncodified content in CancerLinQ. In particular, assess the ability of CLQ data to successfully carry out specific research projects/programs proposed by CLQ customers and licensees.
Work with informatics team members to create reports necessary for internal tracking and monitoring of all unstructured data received from CLQ oncology practices and for NLP-derived data
Lead or support the development of scripts, queries, tables, and automated reports
Conduct data quality analysis and identify root cause and resolution of issues as needed
Perform research and identify technical solutions, including automation, for errors or issues identified in unstructured data received from CLQ subscribers in accordance with quality standards
Validate clinical data based on standardized nomenclature, coding systems and relevance to clinical practice
Compile and deliver unstructured data sets from CLQ data resources to meet specific research projects/study requests and ensure the data sets meet CLQ standard data quality requirements
Identify and execute pipeline performance enhancements in coordination with development team
Carry out ad hoc analysis as required/requested by CancerLinQ staff/management and CLQ customers and licensees
What you will need in order to be successful:
Bachelor’s degree in a scientific/mathematical field with relevant experience (3-5 yrs)
Experience with Natural Language Processing technologies, design of key NLP metrics, machine learning and tools (John Snow Laboratories, Linguamatics, or related)
Reporting experience (Tableau or Looker is desirable)
Experience with one of more of the following: Python, Spark/SQL, PySpark, SQL Server
Familiarity with standard clinical data, vocabularies, EMRs, EHRs or clinical registries
Experience working with informatics teams to perform modeling, data manipulation, analysis of data quality and validation
Ideal candidates will also contribute:
Oncology-specific experience and domain expertise desirable
Experience working within Agile teams
Masters or Ph.D. in a scientific or a mathematic filed
Position Competencies:
Excellent written and oral communication
Attention to detail
Analytical thinking
Ability to come up with solutions and think outside of the box
Problem-solving and identifying root cause analysis
Ability to work in a fast-paced, multidisciplinary team-based setting
ADA/Physical Requirements

No special requirements

Travel

No travel required

ASCO is proud to be an Equal Opportunity Employer (EOE)",3.8,"American Society of Clinical Oncology
3.8","Alexandria, VA",-1,201 to 500 Employees,1964,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1
Data Scientist,$120K-$140K (Glassdoor est.),"Data Scientist
In this role, you will be set on a constant “treasure hunt” for new data sources to apply the latest techniques for modeling and data analysis. You will be part of a team driving the profit and customer growth of this growing insurance agency.
Essential Functions and Responsibilities
Working with internal and external data to understand and accurately predict:
Shopping behavior;
Retention behavior;
Quote and conversion rates;
Retention and lifetime customer value;
Contribution to overall margin;
Customer satisfaction; and
Other drivers of success you identify worthy of analysis.
Qualifications and Education
Knowledge of new and innovative modeling and statistical techniques – a relevant specialty is preferred.
Detail orientation – attention and desire to work on large data “crunching” projects.
Strong written and oral communication skills and a proven ability to communicate technical concepts to both technical and non-technical audiences.
Creative thinker with the ability to synthesize information from various sources and apply that information to concrete business problems.
Ability to work with and understanding of the merits of various data structures.
Proficiency with the latest modeling software and techniques, such as SAS, R, Python or Tableau.
Ability to understand the need to balance predictive power, interpretability, and ease of implementation.

Education:
An advanced degree in mathematics, machine learning, economics, statistics or a related field.
About the Company
The Plymouth Rock Company and its affiliated group of companies write and manage over $1.4 billion in personal and commercial auto and homeowner’s insurance throughout the Northeast and mid-Atlantic, where we have built an unparalleled reputation for service. We continuously invest in technology, our employees thrive in our empowering environment, and our customers are among the most loyal in the industry. The Plymouth Rock group of companies employs more than 1,800 people and is headquartered in Boston, Massachusetts. Plymouth Rock Assurance Corporation holds an A.M. Best rating of “A-/Excellent”.",3.5,"Plymouth Rock Assurance
3.5","Boston, MA",-1,1001 to 5000 Employees,1982,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),-1
Insight & Analytics Data Analyst,$120K-$140K (Glassdoor est.),"The Insight & Analytics Data Analyst will support our Sr. Analysts and Directors who are managing clients and project work. The position entails measuring business objectives against client KPIs and requires strong technical skills with data analysis and visualization, as well as the ability to craft key insights and findings and present work when required. The Data Analyst will also play a role in various research projects that require an understanding of earned media analysis, and social and web analytics, with a tool-agnostic approach. Multi-tasking and working on several projects at once will be part of the job experience.

Job Functions:
Develops strategy insights that are compelling, actionable, and statistically rigorous, identifying trends and anomalies, and triangulating data gaps
Understanding of project management elements and what role they play, meet deadlines and apply critical thinking to ask questions and help problem solve when needed.
Data visualization expertise and the ability to translate data from multiple data sources into a compelling story.
Has a collaborative mindset, is willing to work with others and take direction.
Applies sophisticated analysis to datasets to discern and identify patterns and recommend relatable actions.
Ability to multi-task and manage competing priorities in a time-sensitive environment.
Ability to ask the right questions to understand business problems and identify measurement or research objectives.
Other duties as assigned.

Minimum/Preferred Requirements:
Bachelor’s degree in a quantitative discipline (Mathematics, Statistics, Economics, Data Science) or marking/communications (Strategic Communications, Marketing Communications, Market Research), or the equivalent combination of education and experience
2-3 years of data analysis, data visualization, and/or market research experience is required.
Proficient with Word, Excel, PowerPoint and Power BI
Has passion and ability to learn new technologies, tools and platforms. Experience with social analytics platforms such as Talkwalker, Audiense, Netbase, Sprinklr or similar platforms is a plus.
Additional Requirements:
Strong interpersonal skills and ability to collaborate actively and work in a team environment.
Solid organizational and project management skills.
Self-motivated and able to adapt quickly to changing priorities and tight deadlines.
Strong presentation and consulting skills along with the ability to read, write and speak English
Experience working remotely or with colleagues in multiple locations
Must be able to work more than 40 hours per week on occasion
Travel: may on occasion need to travel, up to 10%

Equal Opportunity: WE provides equal employment opportunity and does not discriminate against an employee or applicant because of age, race, color, religion, gender, national origin, veteran status, disability, sexual orientation, gender identity, marital status, or other legally protected class status.
Diversity and Inclusion: WE values a diverse and inclusive workforce and is committed to creating a workplace where everyone thrives. We promote an atmosphere in which diversity of people and ideas are welcomed and valued. Diversity includes differences in race, religion, gender, age, lifestyle, ethnic background and sexual orientation as well as differences in experiences and ideas.
*LI-TQ1
WAG123",3.6,"WE Communications
3.6","Portland, OR",-1,1001 to 5000 Employees,1983,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1
Data Scientist,$120K-$140K (Glassdoor est.),"Zynga is a leading developer of the world’s most popular social games that are played by people around the world every single day. To-date, more than 1 billion people have played our games across Web and mobile, including Words With Friends, FarmVille, Zynga Poker, Merge Dragons, Empires & Puzzles, Hit it Rich! Slots and CSR.

Zynga’s Marketing Data Science and Analytics team uses our outstanding and expansive data to deliver fundamental insights on who our audience is, how they engage with our games, and what are the best ways to acquire them. We strive for a better understanding of our players which translates into challenges and features that delight them.

Here’s where you would come in: identify and formalize problems related to campaign optimization. Design and develop systems and services to optimize campaigns at scale. Be innovative, be creative, use every bit of that key commodity – data. Millions of people play Zynga games every day, so our data is tremendously rich, and we have a lot of it!

We will rely on you to communicate your findings to your peers – both technical and non-technical. Your solutions to difficult problems will need to be demonstrably impactful, visual and maintainable. You will collaborate with engineering teams to build proof-of-concept and MVPs of campaign bidders and optimizers. You will collaborate with User Acquisition Managers, Product Managers, and Engineers to deliver business impact.

Responsibilities:
Design and implement scalable systems and models to experiment with campaigns and creatives across channels and acquire users at scale
Work with large amounts of data to find and realize opportunities to acquire and re-target users profitably delivering unambiguous business metric impact
Craft effective campaign strategies to acquire users across a multitude of user acquisition channels
Drive and empower user acquisition team to make quantitatively informed, evidence based decisions - through custom visualizations, and ETLs to augment user data
Design, test, verify and implement machine learning models with Zynga’s games that impact millions of users. Models may include but not limited to LTV modelling, campaign bid recommendations, budget allocation, clustering/segmentation, forecasting, fraud detection, and / or reinforcement learning
Build prototypes and MVPs of services and applications that improve effectiveness of campaigns, creatives, ad networks and/or user segments.
Required Skills and Experience:
B.S. or B.A. in Math, Statistics, Comp Sci, Engineering, or other quantitative field required; Masters, MBA or PhD preferred
5+ years of relevant work experience in data science or analytics role in a Marketing Analytics or a User Acquisition Analytics Team
Familiar with mobile performance marketing and/or user acquisition landscape
Strong experience in SQL;
Proficient in Python; Proven fundamental programming skills (algorithms, data structures, OOP, OS, Networking, AWS Cloud); Ability to design distributed systems
Ability to build and maintain software services and systems at scale; experience in deploying services in at least one cloud provider (AWS, Google Cloud or Azure)
Proven experience with some of the following: machine learning, predictive modeling, deep learning
Experience in analyzing large datasets, preferably in a Hadoop or Spark environment, and deploying production ready systems at scale
Strong written and oral communication skills
Strong passion for gaming and performance marketing!
Zynga is an equal opportunity employer. We are proud of our broad community; we do not discriminate on the basis of race, sex, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, medical condition, disability, or any other class or characteristic protected by applicable law. We welcome job-seekers, players, employees, and partners from all backgrounds. Join us!

We will consider all qualified job-seekers with criminal histories in a manner consistent with applicable law.

Zynga is committed to providing reasonable accommodation to applicants with disabilities. If you need an accommodation during the interview process, please let us know.",4.1,"Zynga
4.1","Austin, TX",-1,1001 to 5000 Employees,2007,Company - Public,Video Games,Media,$500 million to $1 billion (USD),-1
Food Scientist,$120K-$140K (Glassdoor est.),"Location:
Marlborough, Massachusetts, US
Job Category:
General/Other: R&D/Science, New Product R&D
Job Type:

Employee

Job Posted:
August 17th, 2020

SUMMARY

Ken’s Foods is seeking a Food Scientist for our Marlborough, MA location. This position will plan, organize, and execute technical projects. Provide technical leadership and participate in product development/reformulation from concept to commercialization. Support other development projects, operations and related activities.

Summary of Primary Duties and Responsibilities:
Responsible for the development of: new products based on interaction/direction from Sales and Marketing and formula revisions (including cost reductions) of existing products.
Interaction with internal departments and outside vendors as projects dictate.
Participates in all aspects of the scale-up process (includes pre-production notes, hands-on supervision of plant trials, shelf-life evaluations, and coordination of product data to QC).
Commitment to safety begins with management. Managers and frontline supervisors are accountable for creating and maintaining a culture of Safety and assuring a safe work environment.
Other duties as assigned.
FOOD SAFETY RESPONSIBILITIES
Lead by example to ensure our highest quality manufacturing practices are being met.
Ensure team members follow all Ken's Food Safety and GMP policies.
Ensure all work is completed in a safe and sanitary manner.
Ensure team members produce product free of contamination.
Ensure team members report any suspicious activities anywhere in or around the plant.
Ensure team members inspect work area for any possible product contamination issues on a continuous basis.
Qualifications/Requirements:

To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

Education and/or Experience

Bachelor's degree (B. S.) from four-year College or University (specializing in Food Science); a minimum of two years related experience and/or training in a related field.

Employment with Ken's Foods is contingent upon successful completion of a drug test, background screening, and pre-employment assessment.

Apply

Back
New Search

Didn't find what you were looking for?

FacebookTwitterEmailShare",3.8,"Ken's Foods
3.8","Marlborough, MA",-1,1001 to 5000 Employees,1958,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,-1
"Data Scientist II, Product Analytics",$120K-$140K (Glassdoor est.),"The Opportunity


At Livongo, data is at the heart of our culture of innovation. We're looking for a Data Science analytics team member to collaborate with Product Management and Marketing as we work toward optimizing our UX and messaging.

As a Data Scientist, Product Analytics your main focus will be to measure member experience and guide product decisions, ultimately making Livongo's products more valuable, delightful and intuitive to our Members. We're looking for someone with at least 2 years of experience in Data Analytics. In addition to technical data science skills, core competencies such as collaboration, decision-making, communication and flexibility will be key to your success.

This role offers the challenge and excitement of converting data analysis into real-life benefits. Come help us break new ground, while measurably improving lives and saving millions in healthcare costs.

Responsibilities
Provide insights about our products and member experience to inform Product teams for roadmap and feature decisions
Conduct exploratory analysis and develop statistical models to answer key product usage and engagement questions
Help Product and Marketing teams use experimentation (A/B testing) and cohorting to test assumptions and launch new marketing campaigns, features and product releases
Partner with Product teams to define and benchmark metrics for new features launches and initiatives and help create a culture of measurement
Candidate Profile
2+ years of work experience in product/data analytics or a related discipline
Data science experience (SQL, Python, R) and familiarity with managing large data sets
A general knowledge of machine learning approaches is a plus.
The ability to collaborate and communicate with Product Managers and help them craft hypotheses, and define and measure KPIs
Confidence working with ambiguity, unknown variables, and missing context (and the ability to find ways to bridge those gaps when necessary)
A self-starter approach, with strong motivation and drive for excellence
BS degree in Engineering, Computer Science or a related filed in lieu of degree, relevant work experience and/or trade school
Why Join Livongo?


The Transformative Name in Healthcare: The transformative industry forces in Community, Content and Commerce are now household names. As Amazon is to Commerce, Livongo is to Healthcare. With our Applied Health Signals engine, AI+AI, we've transformed how care is delivered.

Our Work Truly Matters: Livongo's proprietary, consumer-first technology is revolutionizing the experience of living with a chronic health condition. Our data-driven digital health engine enables our Members to seamlessly manage multiple health conditions on one empowering platform. We use smart, connected devices, personalized digital guidance, and 24x7x365 access to health professionals to make it easier for people to stay healthier.

Make an Impact: Do you want to accomplish something meaningful? To create results that matter? Livongo's innovative solution produces industry-leading member satisfaction, measurable clinical outcomes and proven healthcare costs savings. Here you can truly improve lives.

The Largest Digital Health IPO in History: We are at a milestone period in our history. On July 25, 2019 we took our company public, in order to elevate and expand the way the industry views us, thus ushering us into a whole new set of mission-critical conversations that will help us accomplish the work still to be done. As we reach new levels of achievement, we accelerate our ability to deliver life-changing services.

Focus on PEOPLE: Livongo has been voted one of the Best Places to Work in healthcare, by Fortune Magazine and Best Place to Work! Talented, passionate individuals make the difference, in this fast-moving, collaborative and inspiring environment.

Diversity and Inclusion: At Livongo we believe that personal and professional diversity is the key to innovation. We hire based solely on your strengths and qualifications, and the way in which those strengths can directly contribute to your success in your new position.

Growth and Innovation: We've already made healthcare history, yet we remain on the threshold of very big things. Leading the industry with our Applied Health Signals category, we have cracked the code to transforming healthcare. Come grow with us and support our mission to make a tangible difference in the lives of our Members.

See photos, watch videos and learn more about Livongo: follow us on Glassdoor.

#LivongoIPO #appliedhealthsignals

As an Equal Opportunity Employer, we never have and never will discriminate against any job candidate or employee due to age, race, religion, color, ethnicity, national origin, gender, gender identity/expression, sexual orientation, membership in an employee organization, medical condition, family history, genetic information, veteran status, marital status, parental status or pregnancy (including breastfeeding we have a mother's room in both our offices). In our innovative and inclusive workplace, we prohibit discrimination and harassment of any kind.",4.7,"Livongo
4.7","Mountain View, CA",-1,501 to 1000 Employees,2014,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
Data Scientist,$120K-$140K (Glassdoor est.),"C3.ai is a leading enterprise AI software provider for accelerating digital transformation. The comprehensive and proven C3 AI Suite uses a model-driven abstraction layer to enable organizations to develop, deploy, and operate enterprise scale AI applications 40x to 100x faster than alternative approaches. www.c3.ai

As a Data Scientist, you will participate in the definition of new analytics capabilities able to provide our customers with the information they need to make proper decisions to support our customers in operating the internet of things (IoT). In addition, you will help find the appropriate machine learning / data mining algorithms to answer these questions. Finally, you will be responsible for implementing this into the product and making it available to our customers.

Qualified candidates will have an in-depth knowledge of most common machine learning techniques and their application. You will also understand the limitations of these algorithms and how to tweak them or derive from them to achieve similar results at large-scale.

Your Responsibilities:
Driving adoption of Deep Learning systems into next-generation of C3.ai products.
Designing and deploying Machine Learning algorithms for industrial applications such as fraud detection and predictive maintenance.
Collaborating with data and subject matter experts from C3.ai and its customer teams to seek, understand, validate, interpret, and correctly use new data elements.
Requirements:
MS or PhD in Computer Science, Electrical Engineering, Statistics, or equivalent fields.
Applied Machine Learning experience (regression and classification, supervised, and unsupervised learning).
Strong mathematical background (linear algebra, calculus, probability and statistics).
Experience with scalable ML (MapReduce, streaming).
Ability to drive a project and work both independently and in a team.
Smart, motivated, can do attitude, and seeks to make a difference.
Excellent verbal and written communication.
Preferred
Experience with JavaScript and prototyping languages such as Python and R. Experience with Java and Scala is a plus.
Knowledge in electrical engineering and cyber-physical systems is a plus.
A portfolio of projects (GitHub, papers, etc.) is a plus.
C3.ai provides a competitive compensation package and excellent benefits including:
Competitive salary, generous stock options, 401K, medical, dental, and vision benefits. At the office, we offer a fully stocked kitchen with catered breakfast and lunch, table tennis and pool table, free membership at our on-site gym, Friday evening social hours with food, drink and music and a fun team of great people.
C3.ai is proud to be an Equal Opportunity and Affirmative Action Employer. We do not discriminate on the basis of any legally protected characteristics, including disabled and veteran status.",4.5,"C3.ai
4.5","Redwood City, CA",-1,201 to 500 Employees,2009,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1
Data Scientist,$120K-$140K (Glassdoor est.),"Description

SAIC is seeking a Data Scientist to help advance the mission of NGA’s Office of Special Programs performing duties including algorithm and tool design, creation, and maintenance, technology transition, algorithm verification and validation, and software test.
Design, test, and modify data processing algorithms using real and/or surrogate data
Design, test, and modify geospatial big-data processing algorithms and enable implementation in either Python or Java suitable for a cloud-based architecture using Spark, Elastic Search and/or Hadoop
Engage with users to understand needs an analytic strength/weakness of developed algorithms
Perform data analysis to identify algorithms technical limitations or defects, document findings and suggest solutions
Process/manipulate geospatial data and provide recommendations to provide additional utility beyond manual exploitation
Interact professionally with senior-level executives and other personnel prioritizing and accomplishing assigned tasks in a fast-paced environment with deadlines
Qualifications
MA/MS programing, computer science disciplines plus work experience (8+ years)
Must currently possess an active Top Secret/SCI Clearance and IC Polygraph
Working knowledge of Oracle, Java, C++, Linux, HTML, Python and/or parallel processing algorithm
Experience in GEOINT, SOM (NGA), data science, imagery science, GIS domains
Familiarity with systems integration, software test and V&V activities",3.8,"SAIC
3.8","Springfield, VA",-1,10000+ Employees,2013,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD),-1
Data Scientist,$120K-$140K (Glassdoor est.),"At Varen, our performance is measured by the success of our clients, and our reputation for service, superior quality, objectivity, integrity and results. Our reputation is everything to us as we are committed to being a trusted advisor to our nations decision makers in a day in age that demands acute attention to detail in a fast-paced environment. Varen is seeking to add the sharpest technical professionals who share our passion for ensuring the mission success of our customers at all times.

We are looking for Data Scientists with various years of experience. In these positions you will work closely with the client to review and respond to data science requirements. These positions will involve analyzing both structured and unstructured data using data analytics, natural language processing, and artificial intelligence/machine learning techniques.

Experience with training and optimizing machine learning models and coordinating with data engineering components to deploy trained models to work on production data at scale is desired.

EDUCATION:


BS degree in technical field and 3+ years of experience

CLEARANCE REQUIREMENT:

TS/SCI w/poly clearance
Varen Technologies, Inc. is an Equal Opportunity Employer and applicants receive lawful consideration for employment without regard to race, religion, color, gender, age, national origin, disability, or veteran status.",4.2,"Varen Technologies
4.2","McLean, VA",-1,51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1
Applied Research Scientist,$120K-$140K (Glassdoor est.),"Are you looking for a stimulating company atmosphere where your efforts will have a significant impact on redefining the supply chain analytics market to fuel our company's success? Were driven by people who have a passion for technology and innovation; we are a fun, results-driven company that thrives on delivering value to customers and making a difference in the world leveraging our solutions. If this sounds like you, come join our herd!

At LLamasoft, our mission is to elevate lives and organizations through the science of smarter decision-making. Powered by AI and advanced analytics, our enterprise decision platform enables business leaders to solve problems in new ways and make smarter decisions faster as their business and operating models change. We are pioneering the use of a true digital twin of the extended supply chain combined with our powerful algorithms and deep supply chain, data engineering, AI and operational expertise. LLamasoft deploys decision solutions through enterprise ready apps, custom apps, and an extensible no-code App Studio.

The Role:

This is your chance to bring your passion for solving difficult problems to a fast-growing, dynamic, entrepreneurial team that is pushing the boundaries of Supply Chain logistics and optimization.

Job Description:
Design, develop, and test algorithms to solve supply chain transportation problems.
Take ownership of projects and drive them through to completion thoroughly and efficiently.
Work effectively with small teams in order to complete projects on time.
Understand key performance indices for solution quality and seek solutions to improve these metrics.
Support existing business applications for internal and external stakeholders.
Support development of LLamasoft commercial products to include components of LLamasofts flagship software product, Supply Chain Guru.
The Qualifications:
Graduate degree in Operations Research or Industrial Engineering (Ph.D. or significant experience required).
Solid background in mathematical optimization, inventory planning methods, transportation scheduling, and statistical demand forecasting / demand analysis methodologies will give preference.
Knowledge and experience with mathematical optimization methods in transportation planning and vehicle routing (required).
Experience with complex algorithmic development (Experience with optimization methods and algorithms highly desired).
A broad knowledge of the C# programming language or deep coding experience in other languages (C# preferred, coding skills required).
Experience with mathematical modeling systems and algebraic modeling languages (desirable)
About LLamasoft

Over 750 of the worlds most innovative companies rely on LLamasoft to design operational strategies to achieve profitability and growth goals. In addition to helping our customers identify billions of dollars in value, LLamasoft partners with humanitarian organizations, government entities and the World Economic Forum, using our solutions to design and optimize health supply chains around the globe in order to reach our goal of positively impacting 100 million lives by 2022.

LLamasoft is an equal opportunity employer, all qualified applicants will receive consideration for employment without regard to age, race, color, religion, sex, sexual orientation, gender identity, or national origin.

If you require reasonable accommodation in completing this application, interviewing, or otherwise participating in the employee selection process, please direct your inquiries to accommodation@llamasoft.com.

Powered by JazzHR",4.2,"LLamasoft
4.2","Ann Arbor, MI",-1,501 to 1000 Employees,2003,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1
Machine Learning Engineer - Think Tank Team,$120K-$140K (Glassdoor est.),"Title: Machine Learning Engineer

Company: Samsung Research America (SRA)

Lab: Think Tank Team

Location: Mountain View, CA

Lab Summary:

The Think Tank Team is an interdisciplinary collective of researchers, designers, scientists and engineers located in Mountain View, CA. Our mandate is to explore what's next for Samsung by applying bleeding-edge advances in software, machine learning, computer-human interaction, sensor and display technologies to solve real-world challenges that will transform users' experiences in ways we can only just glimpse on the horizon today.

TTT began as a small team in 2012 and brought its first concept -- the Samsung Gear watch -- to market one year later. Since then we have released several projects such as the Beyond 3D/360/4k camera for AR/VR cinematography, the BotChef cooking robot, the Ballie personalized companion, and others. We work on a wide variety of time scales, advancing science and applying it to create new products and experiences that will impact the lives of millions.

Our team members represent a diverse skillset, including electrical engineering, computer engineering, signal processing, machine learning, computer vision, visual design, interaction design, industrial design, optics, physics, and more from institutions such as MIT, Caltech, Stanford, CMU, Oxford and others. We believe that the best way to show is to design and build prototypes, and that the best products come from teams collaborating to understand and solve a problem from multiple perspectives. We believe that design and creativity are core duties of every member of our team.

Qualifications & Skills

You must be passionate about creating new devices and technologies, and ready to learn on the fly, solve complex problems, work closely with others, and creatively approach design and engineering tasks at all scales. We believe a person's work speaks for itself, and welcome everyone with the right drive, attitude, and skills.
BS/MS/PhD degree in Computer Science or related technical field or equivalent practical experience.
2 years of work experience in Machine Learning or Artificial Intelligence in real-world settings.
Strong C++ and/or Python skills.
Ability to rapidly prototype with leading ML frameworks.
Experience with current state-of-the-art methods from machine learning & deep learning libraries such as TensorFlow, Caffe, Scikit-Learn, Scipy, Pandas, Torch and others.
Experience with a multitude of machine learning methods such as SVMs, logistic regression, boosting, decision trees, clustering, HMMs etc.
Experience with CV libraries such as OpenCV
Experience in multiple forms of machine leaning, from the very simple to the most complex.
Experience in creation of novel custom features and pre-processing approaches to improve baseline algorithms. Work should go beyond using standard libraries.
Solid understanding of proper evaluation including folds, cross-validation and metrics.
Experience with one or more of the following: Natural Language Processing, GANs, autoencoders, Reinforcement Learning, CNNs, and others.
Flexibility to deal with rapidly changing environment.
Prior experience with signal processing from sensor data is a plus.
Responsibilities
Participate in cutting edge research in machine intelligence and machine learning applications. Leverage expertise from ML research and develop novel predictive models/algorithms
Develop solutions and algorithms that can be applied in variety of real-world applications and devices.
Work closely with researchers and engineers from variety of disciplines to develop new algorithms, product concepts and core-technologies that will bring new business opportunities to Samsung.
If this is something you would love to do, let us know. Show us what you have built, and tell us what you would like to build next!

Samsung is an EEO/Veterans/Disabled/LGBT employer. We welcome and encourage diversity as we strive to create an inclusive workplace.",3.7,"Samsung Research America
3.7","Mountain View, CA",-1,1001 to 5000 Employees,1988,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),-1
