Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Founded,Industry,Sector,Revenue,min_salary,max_salary,avg_salary,company_names,job_state,python,excel
Data Scientist - Risk,$77K-$109K (Glassdoor est.),"Job Title: Data Scientist (Risk)

Location: Orlando, Florida

Manager: Head of Data Science

About LSQ

LSQ is a technology-driven provider of accounts receivable financing to companies who need working capital but may not be able to obtain sufficient financing from their bank. Our focus is to help businesses release the liquidity tied up in their accounts receivable. With financing from LSQ, a business can purchase more inventory, fill more orders, and take advantage of new growth opportunities. Our technology and data driven approach to providing working capital, along with our accounts receivable management services, allows our clients to driving business success.

Job Overview

LSQ is searching for a Data Scientist (Risk) to join our growing team of analytics experts. The hire will be responsible for building data driven tools to automate and scale risk decisions decision points include, fraud detection, commercial credit analysis, and invoice payment behavior. The ideal candidate is an experienced researcher and data wrangler who enjoys applying complex theories to solve real world business problems. The Data Scientist will need to collaborate effectively with both technical (engineers, data experts) and non-technical (business users) colleagues to bring the data to life.

Responsibilities of Data Scientist (Risk)
We have 20+ years of real-world commercial data weve observed businesses and their interactions with other businesses across market cycles, industries, and catastrophic events. Build risk tools that optimize for velocity and scale.
Build risk tools that optimize science & art you will work with risk experts who have been in the trenches (and learned from losses). Augment human decisions with machine.
Lay the foundation for scale. A data science framework for optimal data acquisition, model training and deployment. Dont take short-cuts. Bring quantitative and statistical rigor to your body of work.
Lead by example. You are joining a data team at ground-level. Building and inserting a data team, into a 20+ year old company (organism) will be hard, but rewarding.
Qualifications for Risk Data Scientist
Curiosity, Grit, and Humility
5+ years of experience of hands-on data science role
Previous experience of building commercial finance risk tools should be beneficial, but not required
Bachelor or Masters degree in Data Science, Operations Research, Computer Science, Industrial Engineering, Statistics, or another quantitative field
A toolkit of modern data science techniques
Experience with any data science tools/packages: Python, R, SAS, XGBoost, TensorFlow, NLTK
Experience with any big data tools: Hadoop, Spark, Kafka, Data Bricks
Experience with any reporting tools: Tableau Server, Power BI, SSRS, Excel
Experience with any AWS cloud services: EC2, EMR, RDS, Redshift, Aurora, S3
Experience with any Stream-processing systems: Storm, Spark-Streaming
Position Type and Expected Hours of Work:

This is a full-time position. Days and hours of work are Monday through Friday, 8:00 a.m. to 5 p.m. Occasional evening and weekend work may be required as job duties demand.

Physical Demands:

While performing the duties of this job, the employee is regularly required to sit and use hands to finger, handle, or feel. The employee is frequently required to reach with hands and arms and talk or hear. The employee is occasionally required to stand; walk and stoop, kneel, crouch.

Travel:

There will be minimal travel required for this position.

LSQ is an Equal Opportunity Employer that does not discriminate on the basis of actual or perceived, race, religion, color, sex (including pregnancy and gender identity), sexual orientation, parental status, national origin, age, disability, family medical history or genetic information, political affiliation, military service, any other non-merit based factor or any other characteristic protected by applicable federal, state or local laws. Our leadership team is dedicated to this policy with respect to recruitment, hiring, placement, promotion, transfer, training, compensation, benefits, employee activities and general treatment during employment. If youd like more information about your EEO rights as an applicant under the law, please click here http://www1.eeoc.gov/employers/poster.cfm",4.3,"LSQ
4.3","Orlando, FL",1996,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),77,109,93.0,"LSQ
", FL,1,1
Data Scientist,$77K-$109K (Glassdoor est.),"E.W. Scripps is a company rich in media history focused on the future. We are one of the nation's largest independent TV station owners with 60 stations nationwide, and we are working to stay ahead of the ways in which people use technology to find news and information. Our commitment to the future means that discovery is commonplace, the status quo is challenged, iteration and collaboration are the norm and new ideas are welcome. Join a team of top performers and help shape the future of the most strategic and well positioned media company – E. W. Scripps. This position will be located in Cincinnati, OH or Washington, DC.

At Scripps, you’ll:
Have a complete modern data science/analytics software stack at your disposal.
Enjoy a broad scope of responsibility – with projects and questions from every part of the business and new businesses under consideration.
Know that your work will have an impact on key strategic decisions – changing and shaping the way we do business. This is why we are so selective in our hiring process.
Grow your talent with constant learning – with substantial investments in on-site and hands-on training and eLearning formats used to fill in the gaps.
Work on projects that are important and interesting to you – with focus on modern media and marketing strategies
Expand your horizons by attending and giving talks at conferences and professional networking opportunities with senior analytics professionals.
Become a leading expert in applied data science for media.
We are looking for someone who knows how to use the latest data analytics tools, will thrive in our fast-paced innovative environment, will deliver results and has the following experience and credentials.

Primary purpose:

The Data Scientist blends the skills of a business thinker with those of a data analyst: asking questions, turning data into knowledge, forming conclusions, and making recommendations that enable the company to innovate, differentiate itself from its competitors, work smarter, make better decisions, and enhance profitability. This individual will partner with the analytics team, analytics products and services director, business leaders and end users to be a change agent - teasing out the questions that are important to our business, and then use statistical analysis and data mining techniques to inform the answers and communicate conclusions both visually and in writing, along with recommendations and next steps. The Data Scientist will also participate in the creation and measurement of new business processes, tools, and products.

Key responsibilities:
Influence the course of the business as a trusted advisor to business leaders, users and clients, using data and analytics as a basis for better, more informed decision making
Creation of analytics and measurement roadmaps
Identify impactful choices or courses of action that drive value for the organization
Evaluate the big picture and solve business problems in addition to focusing on metrics
Influence the direction of the business by effectively communicating conclusions to cross-functional groups
Create automation applications to replace tasks for critical revenue generating teams decreasing time dedicated to non-revenue generating
Mine large amounts of data and perform data analysis to extract useful business insights for a wide range of topics including product development and performance, market dynamics, consumer and audience knowledge, internal operations, and external research
Initial study design, acquisition of data, prototyping and production roll out
Ongoing tracking, monitoring, and periodic follow-up studies
Support the design and implement of reporting dashboards that track key business metrics and provide actionable insights
Use software and other tools to develop analyses that identify patterns, influences, correlations, relationships, predictive factors, risk factors, and that provide better situational awareness
Creation of models, simulations, and optimization routines
Develop of data flows and acquisition strategies to facilitate the capture and sharing of data and analytics within the organization
Support the development of Scripps analytics products and services by providing input into product roadmaps
Be a positive force to cultivate a culture that is passionate about developing analytics as a business competency
Drive accountability for value recognition and business results
Create and contribute to a quality work environment that motivates team members to perform at their highest levels and positively affects employee and business partner relationships
Be a publicly visible presence, including creating communications and leading training sessions, advocating for the benefits of analytics in Scripps and the products/services of the analytics team
Education / work experience:
Bachelor's required, Masters preferred. Applied statistics, Computer Science, business analytics or a related field.
Minimum 3 years, 5+ years preferred, experience in solving analytical problems using quantitative approaches apply to this requirement.
Experience and demonstrated success presenting complex analyses and final recommendations to business leaders and external clients.
Statistical method experience:
Analysis techniques such as marketing mix modeling, scenario modeling, pattern detection, A/B testing, nearest neighbor, cluster analysis, sentiment analysis, decision trees, optimization, simulation, regression analysis, agent-based modeling, ensemble models, collaborative filtering and other types of analysis
Software Proficiency:
Python, RapidMiner, R
Database skills (Snowflake, MySQL) experience preferred
Tableau
About Scripps:

The E.W. Scripps Company (NASDAQ: SSP) advances understanding of the world through journalism. As the nation’s fourth-largest independent TV station owner, Scripps operates 60 television stations in 42 markets. Scripps empowers the next generation of news consumers with its multiplatform news network Newsy and reaches growing audiences through broadcast networks including Bounce and Court TV. Scripps runs an award-winning investigative reporting newsroom in Washington, D.C., and is the longtime steward of the Scripps National Spelling Bee. Founded in 1878, Scripps has held for decades to the motto, “Give light and the people will find their own way.”

As an equal employment opportunity employer, The E.W. Scripps Company and its affiliates do not discriminate in its employment decisions on the basis on race, sex, sexual orientation, gender, color, religion, age, genetic information, medical condition, disability, marital status, citizenship or national origin, and military membership or veteran status, or on any other basis which would be in violation of any applicable federal, state or local law. Furthermore, the company will make reasonable accommodations for qualified individuals with known disabilities unless doing so would result in an undue hardship for the company.

If interested, please apply at www.scripps.com/careers.

#LI-CH1

#GD-CH1",3.5,"The E.W. Scripps Company
3.5","Washington, DC",1878,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),77,109,93.0,"The E.W. Scripps Company
", DC,1,0
Marketing Data Analyst,$77K-$109K (Glassdoor est.),"Overview:
Can you work in a relationship with other people where it requires ongoing flexibility?
Do you have an upbeat, positive attitude?
Do you take pride in knowing you are helping to make things happen?

If you can answer yes to these questions, Idaho Central Credit Union may have an opportunity ideally suited for you.

As a Marketing Data Analyst, your primary function is to interpret credit union data, analyze results and implement decisions based on the data. You will be responsible for turning data into information and insight that aids in campaign and business decisions. Also you will be responsible for performing a range of functions in support of market research, market assessment and campaign implementation.

Responsibilities:

Assist in managing technical aspects of key marketing systems (marketing automation, CRM, data warehouse) used to generate, distribute, and report.
Establish and maintain scalable processes that ensure best practices in campaign and lead management.
Create and maintain metrics reports on marketing and sales activities, effectiveness, and business impact.
Analyze marketing and sales data to develop insights and make recommendations on areas for optimization
Monitor and maintain data quality within the marketing database.
Evaluate new technologies and add-on applications to improve and optimize marketing team performance.
Manage membership targeting to strengthen relationships, prevent attrition, and increase profitability.
Leverage web and email engagement to create member insight and data to help improve individual experiences with our digital channels.
Generate and govern segmentation efforts by developing queries and custom reports, target groups, and campaigns for product and service performance.
Track all marketing campaigns and provide meaningful analysis and insight for future efforts.
Analyze consumer segments and other demographic information from the membership database to provide insight for product development, usage, and cross-sell opportunities.
Manage third-party vendor integration with marketing systems including Salesforce Marketing Cloud, Salesforce Advertising Studio, Salesforce CRM, Adobe Analytics, Integrator MCIF, Encompass CRM and Microsoft Power BI.
Represent the Credit Union at community events as needed.

Qualifications:

Bachelor’s Degree in Marketing, Mass Communication, Advertising or related field. 5-9 years of experience with database marketing required. Preferable experience with: Raddon Integrator MCIF, Salesforce Marketing Cloud, Salesforce Advertising Studio, Salesforce CRM, Adobe Analytics, Microsoft Power BI, SQL, and data warehouse experience. Strong analytical skills. Proficiency in marketing automation systems and integrating those systems with other technologies. Technically capable, excellent communicator and a desire to improve processes. Math skills, Secondary-level computer knowledge including Microsoft Office, especially Excel and pivot tables, etc. Ability to maintain the confidentiality of Credit Union and member records at all times. A demonstrated cooperative and positive attitude toward members and other Credit Union staff. Professional in appearance, attendance, quality, and quantity of work performed. Ability to analyze member needs, develop, and coordinate marketing activities to fit member needs with Credit Union products and services. Must be willing to comply with the Bank Secrecy Act and USA Patriot Act as implemented by Idaho Central Credit Union. Team member will be asked to work extended/unique hours.

Perform tasks requiring manual dexterity (processing paperwork, filing, stapling, sorting, collating, typing, counting cash, etc.) Sit for extended periods of time. Lift 20-40 pounds of office supplies (copy paper, computer paper, mail, etc). Some heavy lifting may be required in order to execute proper event logistics. Repetitive motion using wrists, hands, and fingers. Reach keyboards. Ability to operate basic office machines (calculator, computer, telephone, copy machine, fax machine, etc).

Must be eligible for membership at Idaho Central Credit Union to obtain employment.

EOE/Minorities/Females/Vet/Disability

Idaho Central Credit Union is a dynamic financial institution that is focused on helping our members achieve financial success. Established in 1940 we have become the largest and fastest growing financial institution in the state of Idaho. ICCU was voted for large companies the Best Place to work in Idaho. We have also been named by S&P Global Market Intelligence as the top performing credit union in the nation. We are a talent based organization looking for talented individuals to help our members achieve financial success.",4.2,"Idaho Central Credit Union
4.2","Chubbuck, ID",1940,Banks & Credit Unions,Finance,$50 to $100 million (USD),77,109,93.0,"Idaho Central Credit Union
", ID,0,1
Data Engineer,$77K-$109K (Glassdoor est.),"SUMMARY OF RESPONSIBILITIES: *
This class is responsible for creating, maintaining, and evolving the organization's strategy for data storing, transformation, and distribution to ensure data quality and value for analytics, to include translating business requirements into conceptual, logical, and physical data models that will support data analysis/visualization and decision-making across all divisions. Responsibilities will include, but not be limited to cleaning and transforming data into a useful state, creating, extending, and maintaining logical entity relationship models and diagrams using data modeling tools, technologies and frameworks; maintain work flows that ensure data integrity, synchronization, quality and consistency; create and maintain data dictionary (metadata) to document what technology manages the data, the schema, the size, how the data is secured, the source of the data, definitions, business owners, format, structure of databases, and the relationship between field elements in order to control access to and manipulation of the databases; gather data requirements, such as how long the data needs to be stored, how it will be used, and what people and systems need access to the data; store the data, using specialized technologies that are optimized for the particular use of the data, such as Sisense and/or a relational database, a NoSQL database, etc.; support special initiatives and projects requiring complex data analysis and other support; collaborate with data analytics teams and other staff to build the right solutions; lead data model walk-throughs to ensure clear understanding across all stakeholders and address any issues that arise; analyze and debug performance issues on data models; create, document and store scripts and case scenarios required for testing; write and execute ad-hoc and complex queries to perform data analysis; perform data profiling on source system data to ensure that source system data can be integrated and represented properly in data models. Operating under general supervision of the Data and Analytics Manager, work is performed in accordance with established policies and procedures, with leeway allowed for the exercise of independent judgment in carrying out the details of the work.
KNOWLEDGE, SKILLS, AND ABILITIES: *
• Thorough knowledge of ingestion, processing frameworks and storage engines

• Thorough knowledge architecting distributed systems, creating reliable pipelines, combining data sources, architecting data stores

• Thorough knowledge of batch and stream processing

• Thorough knowledge of Linux and command line tools such as grep, awk, etc.

• Thorough knowledge of SQL and programming such as Java, Python, Scala, R, etc.

• Thorough knowledge and holistic understanding of data as an asset

• Thorough knowledge of safety rules/regulations/procedures, as applicable

• Thorough knowledge in operating computers and applicable software including Microsoft Office tools

• Ability to design and implement data models

• Ability to unlock additional value from data through completion of feasibility studies for assigned use cases

• Ability to use SQL for queries and report building

• Ability to translate logical models into physical models, adding appropriate physical objects to create the objects within the data store (e.g., indexes, sequences, etc.)

• Ability to interpret complex business requirements and create data models across multiple applications that support business goals

• Ability to solve problems independently and provide recommendations for continuous improvement

• Ability to ensure quality control in all work products/outputs

• Thorough knowledge of math concepts and formulas required for data analysis and reporting

• Ability to work as part of a cross functional team

• Ability to use strong analytics skills in interpreting and visualizing data

• Ability to create and maintain reports/records, spreadsheets, documents, tables, etc.

• Ability to organize/prioritize work and provide excellent customer service

• Ability to maintain knowledge on current and emerging technologies and evaluate the impact of new applications and technologies on data structures

• Ability to work with staff across all divisions to maintain data models and processes that are scalable, adaptable, and in synchronization with ever-changing business needs

• Ability to perform troubleshooting/root cause analysis to pinpoint issues and devise resolutions for data/reporting issues

• Ability to share information and insight on source data structures in order to support decision-making for technical and functional modifications to enterprise software applications

Job Type: Full-time

Pay: $70,618.28 - $88,272.86 per year

Benefits:
401(k)
Dental Insurance
Disability Insurance
Employee Assistance Program
Flexible Spending Account
Health Insurance
Life Insurance
Paid Time Off
Professional Development Assistance
Retirement Plan
Tuition Reimbursement
Vision Insurance
Schedule:
8 Hour Shift
Monday to Friday
COVID-19 considerations:
To keep our employees and visitors safe, everyone is required to wear a face covering and submit to wellness screening including a temperature check prior to entering the building.

Experience:
Data Management: 5 years (Preferred)
Education:
Associate (Preferred)
Work authorization:
United States (Preferred)
Company's website:
www.faypwc.com
Company's Facebook page:
https://www.facebook.com/faypwc
Benefit Conditions:
Only full-time employees eligible
Work Remotely:
Temporarily due to COVID-19",3.2,"Fayetteville Public Works Commission
3.2","Fayetteville, NC",1905,Energy,"Oil, Gas, Energy & Utilities",$100 to $500 million (USD),77,109,93.0,"Fayetteville Public Works Commission
", NC,1,1
Senior Data Scientist,$77K-$109K (Glassdoor est.),"At Recursion, our mission is to decode biology to radically improve lives. To accomplish this bold goal, we have already generated one of the largest biological datasets in existence in our own labs— tens of billions of images of cells under millions of different biological and chemical perturbations.

With treatments for hundreds of diseases in our sights, Recursion has constructed a world-class team of specialists in biology, drug discovery, automation, engineering, management, and data science that work side by side. Our data science team is no less diverse. We bring together domain expertise in computer science, physics, biology, mathematics, applied statistics, and more. Together, we analyze experimental results, develop best-practice analytical methods for a field that has none, and build the computational tooling required to fuel Recursion's drug-discovery engine.

HOW YOU'LL CONTRIBUTE:

You will help us accomplish all of this by applying your domain expertise, technical experience, and years working on a data science team to deliver scalable solutions that immediately impact decisions— in whatever area that expertise may be:
Biologists just generated a novel dataset and need help developing a new analytical approach.
Our Chemistry team needs a new tool to register and recommend molecules with specific properties from an X-million compound registry.
Our analysis toolkit needs to level-up to support the growing needs of the company.
A production ML model is underperforming on new data, and needs both a redesign and additional experimental data to support the desired objectives.
You will identify and then own projects that suit your expertise— meaning conception, planning, development, implementation, and delivery— with the support of whatever other data science and cross-team expertise is required.

THE EXPERIENCE YOU'LL NEED:
Minimum of 4 years in industry setting on a data science team
Experience working with production repositories and developing deployable data-science products.
High fluency with the Python data stack (pandas, sklearn, etc).
Professional experience in project leadership and team mentorship
Curiosity and the professional skill-set to excel in an open, highly collaborative environment.
A track record of outstanding past projects, publications, or presentations.
NICE TO HAVE:
Experience developing computational analysis for imaging-based biological datasets or bioinformatics for sequencing-based datasets.
Code you can share. Send a link along with your email.
THE BENEFITS/PERKS YOU'LL ENJOY
100% Coverage of health, vision, and dental insurance premiums
401(k) with generous matching (immediate vesting)
Stock option grants
Two one-week paid company closures (summer and winter)
Flexible vacation/sick leave
Onsite daycare facility*
Commuter benefit and vehicle parking to ease your commute*
Complimentary chef-prepared lunches and well-stocked snack bars*
Generous paid parental leave (including adoptive)
Fully-paid gym membership to Metro Fitness, located just feet away from our headquarters*
One-of-a-kind 100,000 square foot headquarters complete with a 70-foot climbing wall, showers, lockers, and bike parking*
*Subject to change during the COVID-19 pandemic

More About Us

Recursion is a digital biology company industrializing drug discovery. Recursion does this by combining automation, artificial intelligence, machine learning, in vivo validation capabilities and a highly cross-functional team to discover novel medicines that expand our collective understanding of biology. Recursion's rich, relatable database of over 4 petabytes of biological images generated in-house on the company's robotics platform enables advanced machine learning approaches to reveal drug candidates, mechanisms of action, novel chemistry, and potential toxicity, with the eventual goal of decoding biology and advancing new therapeutics that radically improve people's lives. Recursion is proudly headquartered in Salt Lake City.

Check out what it is like to work at Recursion here

Recursion is an equal opportunity employer and complies with all applicable federal, state, and local fair employment practices laws. Recursion strictly prohibits and does not tolerate discrimination against applicants because of race, color, religion, creed, national origin or ancestry, ethnicity, sex, pregnancy, gender (including gender nonconformity and status as a transgender individual), age, physical or mental disability, citizenship, past, current, or prospective service in the uniformed services, or any other characteristic protected under applicable federal, state, or local law.",4.6,"Recursion Pharmaceuticals
4.6","Salt Lake City, UT",2013,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),77,109,93.0,"Recursion Pharmaceuticals
", UT,1,1
Data Engineer,$77K-$109K (Glassdoor est.),"WHO WE ARE

NCSOFT is a premiere digital entertainment company and global publisher with worldwide locations and more than 4,000 employees focused on bringing extraordinary games to life for millions of fans around the world. Established in 1997 and headquartered in Seoul, South Korea, we quickly became a key leader in online games. Best known for critically acclaimed franchises including Lineage, Aion, Guild Wars, and Blade & Soul, NCSOFT is also one of the world's top mobile developers with Lineage 2M occupying the #1 grossing revenue slot on Google Play. Our core goal is making people in this world happier by delivering games that entertain a globally connected audience has remained the same. Our culture is innovative, creative, collaborative and impactful, and we are passionate about creating the best gaming experiences for our players.

WHY JOIN THE BUSINESS INTELLIGENCE PLATFORM TEAM?
We are a passionate and positive team that is always working on new data engineering technology and exciting projects including new game launches.
We feel team members are most effective in working on what they are passionate about. We are all capable of working on any given project, and often shift tasks based on preference.
We own the data platform, contributing to the design, implementation, and maintenance of these data services so we aren't shy about experimenting with new tech. However, we take a measured approach in order to minimize introducing unnecessary technical debt.
We collaborate with Analytics, Game Development, Platform and Publishing teams. Our data platform supports all kinds of data in an efficient environment that helps with analysis, customer care and company wide data-driven decisions.
WHAT YOU'LL DO

As a Data Engineer, you'll be responsible for gathering and collecting data, storing it, doing batch processing or real-time processing on it, and serving it to data scientists and data analysts to easily query.
Understanding data source (10%)
Develop data processes for construction, mining, and modeling that are delivered to the data analyst/science team (30%)
Create large data warehouses by running some ETL (Extract, Transform and Load) that is used for analysis by the analyst/scientists (30%)
Install continuous pipelines of huge pools of filtered information so that data analyst/scientists can pull relevant data sets for their analyses (20%)
Develop, construct, test and maintain architectures such as databases and large-scale data processing systems (10%)
WHAT YOU'LL NEED TO BE SUCCESSFUL
BS in Computer Science or equivalent experience
3+ years of day-to-day working experience as data engineer
Experience with object-oriented and functional programming languages: Python, Scala etc.
Experience with RDBMS (MS-SQL, MYSQL etc.) and NoSQL (MongoDB, DynamoDB etc.)
Experience with Big Data query and application knowledge: Hive, Impala, Fluentd, Spark, Sqoop, Pig etc.
Experience with ETL and data integration tool : Airflow, Informatica PowerCenter
Experience with AWS cloud services: EC2, S3, EMR, Glue, RedShift, Athena etc.
Proficiency in general database administration concepts and efficient query writing
Excellent verbal and written communication skills
An eagerness to continually improve your skills, learn new technologies a willingness to take initiative beyond basic responsibilities
This is a full time, on-site position at our office in Aliso Viejo, CA. A casual, friendly work environment, a comprehensive benefits package, a competitive salary, and more are all part of what makes NCSOFT West a great place to work.",3.0,"NCSOFT
3.0","Aliso Viejo, CA",1997,Video Games,Media,$10+ billion (USD),77,109,93.0,"NCSOFT
", CA,1,1
Business Intelligence Analyst,$77K-$109K (Glassdoor est.),"Leggett & Platt, Incorporated is seeking a Business Intelligence Analyst to join our growing Logistics department. In this position, you will report to the Director of IT and work closely with Logistics management. You will be responsible for analyzing business processes, determining strategic solutions, providing data analysis, problem solving and supporting business users.

POSITION RESPONSIBILITIES:
Pull, inspect, clean and model data from multiple sources to provide management with useful information that will support decision-making
Work closely with business, compliance and technical resources to define, create, test and implement solutions
Perform project management activities for multiple, concurrent projects
Work with teams around the world to provide and enhance support for our growing operations
Support TMS users across the company
Other ad-hoc responsibilities as assigned
EXPERIENCE:
Bachelor’s degree in Business Analytics, Computer Science, Accounting, Finance, Information Technology or related field
Minimum of 3+ years of related experience
Strong SQL development experience
EDI experience is preferred
Must be fluent in Excel
Strong interpersonal skills
Strong problem-solving skills
Excellent communication skills
Minimal travel may be required
Knowledge of Transportation Management Systems like McLeod or E2Open is a plus
We offer a comprehensive benefits package including medical, dental, vision, 401(k) and stock plans, tuition reimbursement, employee discounts and more.

Since 1883, Leggett & Platt (NYSE: LEG) has been creating a wide variety of innovative products that can be found in most homes, offices, and automobiles. Today our growing company consists of more than 22,000 employee-partners in 140 manufacturing facilities located in 18 countries. We’re not just hiring; we’re building a better company. For more information, please visit www.leggett.com.

Equal Employment Opportunity/Affirmative Action/Veteran/Disability Employer",3.6,"Leggett & Platt
3.6","Carthage, MO",1883,Miscellaneous Manufacturing,Manufacturing,$2 to $5 billion (USD),77,109,93.0,"Leggett & Platt
", MO,0,1
Senior Data Analytics Lead,$77K-$109K (Glassdoor est.),"About CXD Analytics

We are a dynamic team and this is not a “Business as Usual” type of analytics role. Everything we do is to evolve and enhance our client’s digital experiences. In this capacity you will play a key role and lead analytics and insights engagements which support business efforts that deepen the understanding of Vanguard investors in our Client Experience - Digital (CXD) department.

Our Group: The CXD team at Vanguard has recently been established to improve Vanguard client’s end-to-end experiences when performing specific tasks, such as opening an account or placing a brokerage trade. Our goal is to transform the way our clients experience Vanguard using data, analytics and insights that support strategic decision-making and drive digital solutions.

How We Work: CXD hosts a team of highly talented, cross-disciplinary individuals including advanced data analysts, UX strategists and designers, front-end developers, data scientists, data engineers, scrum masters, and market researchers who work together in highly collaborative agile “labs”. We follow the “Stacked Agile” model made famous by Spotify. Each lab is fully dedicated to one part of a specific client journey and each analyst is fully dedicated to their lab.

Core Responsibilities
Engages with internal partners to understand business strategy, questions and goals. Brings structure to business requests, translates requirements into an analytical project approach, and leads projects through completion. Delegates tasks and provides tactical and strategic guidance to peers.
Be a thought leader for the Mobile analytics at Vanguard and be the catalyst for change
Lead tag-based data collection, build client-side integrations, and implement third party acquisition tracking into the mobile app's tag management system
Acquires and compiles structured and unstructured data and verifies its quality, accuracy and reasonableness.
Understand and collaborate on end-to-end user experience of online channels (web, mobile web, native app and kiosk UI)
Drive implementation of mobile strategies and user adoption of Vanguards evolving and cutting edge mobile app
Explain higher level statistical methods, test results and experimental design to a diverse audience with varying degrees of analytical capabilities
Drive and execute optimization strategies, work with marketing, product, design and engineering
Work with UX design to understand impact of page flow changes and calculate ROI’s
Develop personalization and segmentation strategies to target the right customers with the most relevant offers
Performs analyses of historical data to surface trends and insights using advanced analytical methods
Prepares and delivers visualizations and internal presentations that translate analytic insights into tangible, actionable solutions for business partners to implement.
Mentors, coaches, trains, and develops junior analysts. Proactively expands knowledge of business and analytics and shares with team members. Develops and documents best practices.
Qualifications
Graduate degree in an analytic/quantitative field
A minimum of 5+ years of relevant professional experience in a data analysis role.
Strong experience querying data with SQL and programming with Python or R
Experience with mobile digital analytics and channels preferred
Solid understanding and experience of statistical methods with regards to study design and analysis
Experience leading, designing and implementing marketing or digital experimentation (A/B or MVT) to improve marketing performance or improve the client experience
Understanding and working knowledge of quasi-experimental study design
Leverage NLP and text mining packages to better understand client feedback
About Vanguard

We are Vanguard. Together, we’re changing the way the world invests.

For us, investing doesn’t just end in value. It starts with values. Because when you invest with courage, when you invest with clarity, and when you invest with care, you can get so much more in return. We invest with purpose – and that’s how we’ve become a global market leader. Here, we grow by doing the right thing for the people we serve. And so can you.

We want to make success accessible to everyone. This is our opportunity. Let’s make it count.

Inclusion Statement

Vanguard’s continued commitment to diversity and inclusion is firmly rooted in our culture. Every decision we make to best serve our clients, crew (internally employees are referred to as crew), and communities is guided by one simple statement: “Do the right thing.”

We believe that a critical aspect of doing the right thing requires building diverse, inclusive, and highly effective teams of individuals who are as unique as the clients they serve. We empower our crew to contribute their distinct strengths to achieving Vanguard’s core purpose through our values.

When all crew members feel valued and included, our ability to collaborate and innovate is amplified, and we are united in delivering on Vanguard's core purpose.

Our core purpose: To take a stand for all investors, to treat them fairly, and to give them the best chance for investment success.",3.3,"Vanguard
3.3","Malvern, PA",1975,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,77,109,93.0,"Vanguard
", PA,1,0
Data Scientist,$77K-$109K (Glassdoor est.),"At Varen, our performance is measured by the success of our clients, and our reputation for service, superior quality, objectivity, integrity and results. Our reputation is everything to us as we are committed to being a trusted advisor to our nations decision makers in a day in age that demands acute attention to detail in a fast-paced environment. Varen is seeking to add the sharpest technical professionals who share our passion for ensuring the mission success of our customers at all times.

We are looking for Data Scientists with various years of experience. In these positions you will work closely with the client to review and respond to data science requirements. These positions will involve analyzing both structured and unstructured data using data analytics, natural language processing, and artificial intelligence/machine learning techniques.

Experience with training and optimizing machine learning models and coordinating with data engineering components to deploy trained models to work on production data at scale is desired.

EDUCATION:


BS degree in technical field and 3+ years of experience

CLEARANCE REQUIREMENT:

TS/SCI w/poly clearance
Varen Technologies, Inc. is an Equal Opportunity Employer and applicants receive lawful consideration for employment without regard to race, religion, color, gender, age, national origin, disability, or veteran status.",4.2,"Varen Technologies
4.2","McLean, VA",2005,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),77,109,93.0,"Varen Technologies
", VA,0,0
Data Analyst,$77K-$109K (Glassdoor est.),"Data Analyst

PCG is searching for proven Data Analysts to define data requirements and functional specifications that will drive improved environment and analysis that align to business objectives.
Compensation: $80,000 to $120,000 Annually
Benefits Offered: Medical, Dental, Life, 401K
Employment Type: Full-Time
IDEAL CANDIDATE
3+ years’ experience in, data cleanup, report definition and development and backend database transactions
Skilled with several of the following: Access, Excel, SQL, Dynamics SL, Dynamics, Epicor, and IQMS, Oracle, MatLab, Tablean, and Queries
Solid analytical, quantitative and problem-solving skills, with the ability to use statistical analysis and modeling
PRIMARY RESPONSIBILTIES
Take data in existing access database and clean and update the data
Determine functionality of current system and business processes for both current and future state
Assess current situation of the state of the information in the access database, solidify requirements, provide a resolution, and execute solution
Take multiple opinions and guide teams to a common ground
Code reviews and feedback
Requirements definition/ documentation
Lead requirements gathering sessions using multiple techniques
Implement new technologies
PREFERRED QUALIFICATIONS
BS or AA in computer science or equivalent related work experience
Demonstrated excellence in data manipulation and data visualization skills
Excellent communication, time management, and teamwork skills
Experience with data cleansing, data conversion and ETL initiatives
Proficient with multiple scripting languages, version-control systems
Data validation, testing, and impact analysis experience
Experience with security and related issues, solutions and technologies
Excellent system-level thinking and the ability to move up and down the stack",4.4,"Project Consulting Group
4.4","Minneapolis, MN",1998,Consulting,Business Services,$10 to $25 million (USD),77,109,93.0,"Project Consulting Group
", MN,0,1
